phone_number,account_age_days,is_verified_customer,total_orders,total_returns,return_rate,refund_requests,high_value_orders,avg_order_value,order_cancellations,purchase_frequency_per_month,devices_sold_on_platform,device_condition_mismatch,fake_invoice_flag,imei_mismatch_attempts,wrong_item_returned_count,device_value_mismatch_score,multiple_addresses_flag,multiple_accounts_linked,shared_phone_number_flag,previous_blacklist_flag,ip_reputation_score,payment_failures,chargeback_count,cod_orders,prepaid_orders,fraud_attempts,return_fraud_suspected,suspicious_activity_score,dispute_tickets_raised,liability_score,risk_category
9752700436,336,1,14,3,0.214,3,2,6491,0,1.25,3,1,0,0,0,0.236,0,0,0,0,0.792,2,0,4,10,1,1,0.037,0,47,medium_risk
8115147812,531,1,14,1,0.071,1,0,6394,0,0.791,1,1,0,0,0,0.561,0,0,0,0,1.0,3,0,4,10,0,0,0.0,0,62,medium_risk
8156031077,57,1,23,3,0.13,2,5,12407,1,12.105,4,0,0,1,0,0.382,0,0,0,0,0.966,3,0,1,22,2,1,0.159,0,75,low_risk
9537586663,39,0,1,0,0.0,0,1,1860,0,0.769,0,4,0,0,0,0.35,0,0,1,0,0.199,3,0,0,1,0,0,0.364,1,7,high_risk
7683802024,763,1,24,1,0.042,0,4,8493,0,0.944,3,0,0,2,0,0.089,0,0,0,0,0.926,1,0,2,22,1,1,0.0,0,80,low_risk
9440354304,216,1,12,0,0.0,0,2,2074,0,1.667,2,3,0,0,0,0.143,0,0,0,0,0.865,2,0,0,12,0,0,0.029,0,44,medium_risk
6133711424,895,1,26,1,0.038,1,11,6359,1,0.872,2,1,0,0,0,0.06,0,0,0,0,0.842,0,0,2,24,0,0,0.027,0,88,low_risk
7386809633,353,0,23,0,0.0,0,7,13520,0,1.955,3,1,0,0,0,0.146,0,0,0,0,0.941,2,0,0,23,0,0,0.0,0,77,low_risk
8076173924,368,0,6,1,0.167,0,1,6928,0,0.489,1,1,0,0,0,0.191,0,0,0,0,0.799,0,0,1,5,0,0,0.052,0,46,medium_risk
6354168191,89,1,18,0,0.0,0,8,7576,1,6.067,1,1,0,0,0,0.133,0,0,0,0,0.783,2,0,1,17,0,0,0.0,0,88,low_risk
7653715047,595,1,29,1,0.034,0,8,16808,1,1.462,4,0,0,1,0,0.079,0,0,0,0,0.76,5,1,5,24,0,0,0.075,1,81,low_risk
6103836484,364,0,17,2,0.118,1,6,11465,0,1.401,4,3,0,0,0,0.378,0,0,0,0,0.806,0,0,1,16,1,1,0.0,0,27,high_risk
7502163826,381,1,16,0,0.0,0,3,12961,0,1.26,3,1,0,0,0,0.097,0,0,0,0,0.806,1,2,0,16,1,1,0.115,1,68,medium_risk
8410994268,931,1,30,0,0.0,0,10,7729,2,0.967,6,1,0,1,0,0.022,0,0,0,0,0.923,3,0,2,28,0,0,0.032,0,91,low_risk
9850962108,925,1,20,1,0.05,1,5,6017,1,0.649,3,0,0,0,0,0.078,0,0,1,0,0.748,1,0,3,17,0,0,0.0,0,88,low_risk
9320390751,199,1,12,4,0.333,1,4,3220,3,1.809,5,4,0,1,1,0.551,0,0,0,0,0.585,1,1,6,6,1,1,0.279,1,0,high_risk
7621011434,30,0,7,1,0.143,1,0,9593,3,7.0,1,2,0,0,0,0.342,0,0,0,0,0.752,2,0,1,6,0,0,0.185,0,49,medium_risk
7758453349,1115,1,30,0,0.0,0,8,10027,0,0.807,7,1,0,0,0,0.063,0,0,0,0,1.0,6,0,4,26,1,1,0.007,0,79,low_risk
6136113388,664,1,4,0,0.0,0,0,9024,0,0.181,0,3,0,0,0,0.214,0,1,0,0,0.772,1,0,0,4,1,1,0.036,0,34,high_risk
6407540594,620,1,12,2,0.167,1,2,8094,0,0.581,6,2,0,0,0,0.46,1,0,0,0,0.946,2,0,3,9,0,0,0.235,0,52,medium_risk
8639101680,58,1,2,0,0.0,0,0,3814,1,1.034,1,3,0,0,0,0.664,0,0,0,0,0.41,0,0,0,2,0,0,0.252,0,19,high_risk
6017139155,621,1,26,1,0.038,0,14,15251,0,1.256,4,0,0,0,0,0.031,0,0,0,0,0.855,5,0,1,25,0,0,0.0,0,92,low_risk
9100441516,624,1,25,1,0.04,0,7,9945,1,1.202,5,1,0,0,0,0.023,0,0,0,0,0.75,6,0,2,23,1,1,0.0,0,77,low_risk
8159049572,477,1,14,3,0.214,0,2,4825,1,0.881,2,3,0,0,0,0.228,0,0,0,0,0.722,1,1,5,9,0,0,0.0,0,32,high_risk
8050675071,491,1,28,1,0.036,0,6,7902,2,1.711,4,1,0,0,0,0.004,0,0,0,0,1.0,2,0,0,28,0,0,0.069,1,79,low_risk
6805445597,367,1,26,2,0.077,0,10,14532,2,2.125,4,2,0,1,0,0.101,0,0,0,0,0.802,2,0,0,26,0,0,0.0,0,81,low_risk
8387037737,554,1,20,0,0.0,0,7,14682,0,1.083,4,2,0,0,0,0.27,0,0,0,0,0.809,0,0,0,20,0,0,0.0,1,77,low_risk
8286518007,679,1,1,0,0.0,0,0,11958,0,0.044,0,1,0,0,0,0.164,0,0,0,0,0.789,0,0,0,1,0,0,0.0,0,63,medium_risk
8869699006,30,0,4,1,0.25,1,1,5729,0,4.0,0,2,0,0,0,0.175,0,0,0,1,0.827,1,0,0,4,0,0,0.045,0,33,high_risk
9816710601,653,1,7,0,0.0,0,3,7749,0,0.322,0,0,0,0,0,0.12,0,0,0,0,0.813,1,0,2,5,0,0,0.101,1,66,medium_risk
6247421405,371,1,20,0,0.0,0,13,13485,0,1.617,2,0,0,0,0,0.125,0,0,0,0,0.791,5,0,2,18,3,1,0.079,0,81,low_risk
8348492770,1575,1,35,3,0.086,2,12,10324,1,0.667,6,1,0,1,0,0.128,0,0,0,0,0.871,5,0,5,30,1,1,0.127,0,75,low_risk
9844970185,1366,1,29,0,0.0,0,8,15887,0,0.637,3,1,0,1,0,0.035,0,0,0,0,1.0,2,0,3,26,0,0,0.045,0,87,low_risk
7258686083,1506,1,8,1,0.125,1,5,14009,0,0.159,1,3,0,0,0,0.138,0,0,0,0,0.802,0,0,0,8,0,0,0.026,0,75,low_risk
7989418660,417,1,27,1,0.037,1,7,16715,0,1.942,7,1,0,0,0,0.283,0,0,0,0,0.838,4,1,3,24,1,1,0.051,0,58,medium_risk
6346563060,489,0,11,2,0.182,1,3,7954,2,0.675,1,2,0,0,0,0.222,0,0,0,0,0.882,0,0,4,7,0,0,0.0,0,45,medium_risk
7091229681,167,1,17,0,0.0,0,1,9711,1,3.054,3,1,0,0,0,0.277,0,0,0,0,0.833,0,0,2,15,0,0,0.0,0,71,low_risk
6575553650,30,1,4,1,0.25,1,0,1008,4,4.0,3,5,0,0,0,0.577,0,1,0,0,0.263,1,0,2,2,0,0,0.477,0,0,high_risk
8051406096,1015,1,33,2,0.061,1,16,6754,1,0.975,5,0,0,1,0,0.226,0,0,0,0,0.861,3,0,3,30,0,0,0.003,0,89,low_risk
9320613371,285,1,12,1,0.083,0,1,7861,3,1.263,1,3,0,0,0,0.401,1,0,0,0,0.781,0,0,2,10,1,1,0.402,0,37,high_risk
8067110033,886,1,25,1,0.04,1,6,13171,0,0.847,6,1,0,1,0,0.253,0,0,0,0,0.841,4,0,0,25,0,0,0.107,1,82,low_risk
9438506973,744,1,26,1,0.038,1,10,12930,2,1.048,1,1,0,1,0,0.251,0,0,0,0,0.949,3,0,4,22,2,1,0.0,1,70,medium_risk
8079899098,235,0,21,1,0.048,0,6,8338,0,2.681,2,0,0,0,0,0.144,0,0,0,0,0.904,1,0,1,20,1,1,0.0,0,76,low_risk
7344511440,639,0,13,3,0.231,2,3,6650,0,0.61,1,4,0,0,0,0.225,0,0,0,0,0.705,4,1,2,11,0,0,0.0,1,18,high_risk
6161757966,303,1,13,5,0.385,3,2,1742,3,1.287,3,3,0,0,0,0.497,1,0,0,0,0.346,3,0,4,9,1,1,0.547,0,0,high_risk
9787428751,1521,1,18,0,0.0,0,8,10525,2,0.355,3,1,0,2,0,0.238,0,0,0,0,0.933,4,0,2,16,0,0,0.0,0,90,low_risk
8067969648,445,1,16,1,0.062,1,6,15876,1,1.079,3,0,0,1,0,0.057,0,0,0,0,0.816,1,0,4,12,1,1,0.068,0,80,low_risk
7477981752,285,1,26,3,0.115,3,10,11407,1,2.737,6,1,0,0,0,0.065,1,0,0,0,1.0,4,0,5,21,1,1,0.353,0,72,low_risk
8119126157,30,1,15,5,0.333,2,0,3731,3,15.0,5,3,0,3,3,0.286,1,0,0,0,0.461,2,1,8,7,2,1,0.628,1,0,high_risk
9734104983,768,1,25,0,0.0,0,9,11854,0,0.977,3,1,0,0,0,0.111,0,0,0,0,0.976,1,0,1,24,0,0,0.144,1,86,low_risk
9009313222,1790,1,42,3,0.071,1,10,12013,0,0.704,5,1,0,0,0,0.043,0,0,0,0,0.866,5,0,7,35,0,0,0.102,0,89,low_risk
9064628048,723,1,16,0,0.0,0,4,10767,3,0.664,4,2,0,0,0,0.145,0,0,0,0,0.965,0,0,1,15,0,0,0.0,0,81,low_risk
7896632502,1161,1,29,1,0.034,0,11,13448,2,0.749,4,1,0,0,0,0.038,0,0,0,0,0.824,1,0,3,26,0,0,0.076,2,84,low_risk
8834572878,645,1,23,2,0.087,2,9,15667,0,1.07,4,1,0,1,0,0.071,0,0,0,0,0.984,3,1,3,20,0,0,0.0,0,73,low_risk
6651257209,647,1,29,2,0.069,2,6,11546,0,1.345,3,2,0,0,0,0.152,0,0,0,0,0.96,5,0,1,28,2,1,0.0,1,68,medium_risk
7828212358,276,1,23,0,0.0,0,11,12661,0,2.5,3,2,0,3,0,0.053,0,0,0,0,1.0,3,0,3,20,0,0,0.063,1,82,low_risk
9188975414,1043,1,12,0,0.0,0,4,6733,0,0.345,2,2,0,0,0,0.085,0,0,0,0,0.962,1,0,1,11,1,1,0.0,0,71,low_risk
9611550215,559,1,34,1,0.029,1,12,14225,0,1.825,6,2,0,0,0,0.003,0,0,0,0,0.753,2,0,4,30,1,1,0.018,0,68,medium_risk
6330768926,778,1,29,0,0.0,0,12,8119,1,1.118,3,1,0,0,0,0.09,0,0,0,0,1.0,4,0,0,29,1,1,0.091,1,74,low_risk
6322316055,766,1,11,0,0.0,0,1,7791,1,0.431,3,3,0,0,0,0.067,0,1,0,0,0.84,3,0,3,8,0,0,0.0,1,42,medium_risk
9218102369,199,1,41,3,0.073,2,16,14079,0,6.181,7,1,0,0,0,0.071,0,0,0,0,0.983,3,0,2,39,1,1,0.0,1,71,low_risk
8368883504,79,0,8,1,0.125,0,1,2427,2,3.038,0,5,0,0,0,0.433,0,1,0,0,0.316,2,0,4,4,0,0,0.355,0,0,high_risk
8555850514,950,1,27,1,0.037,1,7,8693,1,0.853,7,3,0,0,0,0.338,0,0,0,0,0.826,3,1,2,25,1,1,0.038,1,52,medium_risk
8911504390,410,1,11,3,0.273,1,0,5369,2,0.805,2,1,1,0,0,0.501,0,0,0,0,0.632,2,0,2,9,0,0,0.0,1,45,medium_risk
7893160123,30,1,5,0,0.0,0,1,9292,0,5.0,1,4,0,0,0,0.276,0,0,0,0,0.765,2,0,1,4,0,0,0.0,0,43,medium_risk
7675044474,681,1,22,2,0.091,1,5,15604,0,0.969,5,1,0,0,0,0.097,0,0,0,0,1.0,2,1,3,19,0,0,0.067,0,75,low_risk
9735303609,1436,1,34,1,0.029,1,9,13279,0,0.71,8,1,0,1,0,0.204,0,0,0,0,0.998,8,2,2,32,0,0,0.0,1,70,medium_risk
7701632442,430,1,5,2,0.4,0,0,7793,0,0.349,0,1,0,0,0,0.25,0,0,0,0,0.57,1,0,0,5,0,0,0.0,0,52,medium_risk
6353017421,553,1,27,1,0.037,1,7,11961,2,1.465,4,2,0,0,0,0.192,0,0,0,0,0.946,2,0,3,24,0,0,0.05,0,83,low_risk
7533932088,228,1,12,2,0.167,2,6,3687,0,1.579,1,1,0,0,0,0.106,0,0,1,0,0.89,1,0,4,8,0,0,0.0,0,51,medium_risk
8213886385,539,1,5,0,0.0,0,1,8190,0,0.278,1,0,0,0,0,0.336,0,0,0,0,0.498,1,0,2,3,0,0,0.0,1,67,medium_risk
6143115588,809,1,9,1,0.111,1,0,5521,0,0.334,0,0,0,0,0,0.239,1,0,0,0,0.788,1,0,3,6,0,0,0.294,0,74,low_risk
7502160302,1375,1,23,0,0.0,0,3,17082,0,0.502,5,1,0,0,0,0.054,0,0,0,0,0.748,2,0,4,19,0,0,0.019,0,88,low_risk
9500585111,157,1,12,2,0.167,0,4,7027,2,2.293,0,0,0,1,0,0.235,0,0,0,0,0.579,1,0,6,6,0,0,0.071,0,67,medium_risk
6047861432,911,0,1,0,0.0,0,1,7209,1,0.033,0,3,0,0,0,0.477,0,0,0,0,0.763,0,0,0,1,0,0,0.077,0,45,medium_risk
8137145671,369,0,15,0,0.0,0,0,6794,0,1.22,5,0,1,0,0,0.321,0,0,0,0,0.921,1,0,4,11,1,1,0.212,0,39,high_risk
8998718685,653,1,15,2,0.133,2,6,3907,2,0.689,2,3,0,1,0,0.149,0,0,0,0,0.849,2,1,2,13,2,1,0.031,0,26,high_risk
9726446019,204,0,1,1,1.0,0,0,4844,1,0.147,4,3,0,0,1,0.404,0,0,1,0,0.46,0,0,1,0,0,1,0.524,1,0,high_risk
8945556182,1271,1,28,2,0.071,1,12,11744,1,0.661,9,1,0,0,0,0.176,0,0,0,0,0.796,3,0,1,27,1,1,0.0,1,75,low_risk
6706583144,1525,1,37,3,0.081,2,15,14943,0,0.728,3,0,0,1,0,0.142,0,0,0,0,0.948,1,0,3,34,1,1,0.0,2,85,low_risk
7178055650,1303,0,23,1,0.043,0,6,12919,0,0.53,8,2,0,0,0,0.618,0,0,0,0,1.0,1,0,1,22,1,1,0.098,2,67,medium_risk
7309523772,541,0,7,1,0.143,1,1,8550,0,0.388,0,0,0,0,0,0.272,0,0,0,0,0.853,0,0,1,6,0,0,0.0,1,54,medium_risk
9327292524,1271,1,36,5,0.139,3,11,9468,0,0.85,4,0,0,2,0,0.244,0,0,0,0,0.684,3,0,6,30,1,1,0.046,2,77,low_risk
9306509386,93,1,3,2,0.667,1,0,5951,2,0.968,0,1,0,0,0,0.276,0,0,0,0,0.886,0,0,0,3,0,0,0.082,0,44,medium_risk
8604031915,30,0,6,2,0.333,1,0,100,1,6.0,2,3,0,0,1,0.685,0,0,0,0,0.316,0,0,4,2,0,1,0.385,0,2,high_risk
7785222283,30,1,4,1,0.25,1,1,2433,2,4.0,1,2,0,0,1,0.315,0,0,0,0,0.48,0,0,0,4,0,0,0.163,0,21,high_risk
8166334056,387,0,30,6,0.2,6,7,14696,0,2.326,1,2,0,1,0,0.05,0,0,0,0,0.874,0,2,4,26,0,0,0.089,0,58,medium_risk
8376908807,103,0,8,4,0.5,2,2,2752,4,2.33,2,1,0,0,2,0.303,0,0,0,0,0.229,1,0,3,5,0,0,0.41,0,12,high_risk
7070991293,531,1,1,1,1.0,0,0,4606,1,0.056,0,1,1,0,0,0.206,0,0,0,0,0.845,0,1,0,1,0,0,0.238,0,12,high_risk
9076183580,308,1,6,0,0.0,0,0,5430,0,0.584,0,0,1,0,0,0.279,0,0,0,0,0.62,2,0,1,5,0,0,0.098,0,57,medium_risk
8568366749,417,1,14,0,0.0,0,3,10756,0,1.007,1,3,0,1,0,0.138,0,0,0,0,0.633,2,1,3,11,1,1,0.045,0,28,high_risk
7120660973,1260,1,18,0,0.0,0,10,11637,1,0.429,1,1,0,1,0,0.076,0,0,0,0,0.924,3,0,0,18,0,0,0.0,0,85,low_risk
9807133101,702,1,26,1,0.038,1,6,13792,2,1.111,3,1,0,2,0,0.127,0,0,0,0,0.92,3,0,4,22,0,0,0.0,0,87,low_risk
9160377048,841,1,27,2,0.074,2,9,13939,0,0.963,3,1,0,2,0,0.183,0,0,0,0,0.704,1,2,4,23,0,0,0.199,0,74,low_risk
6445766601,213,0,13,4,0.308,2,2,965,2,1.831,3,1,0,0,1,0.496,0,0,0,0,0.505,0,0,7,6,1,1,0.389,0,6,high_risk
9449377786,589,1,25,3,0.12,1,7,12350,0,1.273,3,0,0,0,1,0.221,0,0,0,0,0.924,2,2,1,24,2,1,0.055,1,68,medium_risk
9673713904,797,1,24,1,0.042,0,8,10271,0,0.903,4,1,0,0,0,0.026,0,0,0,0,0.978,1,0,3,21,0,0,0.0,0,91,low_risk
9631358498,30,1,18,3,0.167,1,3,9532,0,18.0,2,2,0,0,0,0.175,0,0,0,0,0.868,1,2,4,14,1,1,0.021,0,26,high_risk
8236613737,148,1,27,0,0.0,0,13,8129,0,5.473,2,2,0,1,0,0.023,0,0,0,0,1.0,1,1,3,24,0,0,0.097,0,67,medium_risk
9548178747,1313,1,39,4,0.103,1,15,14230,2,0.891,7,3,0,0,0,0.835,0,0,0,0,0.853,4,0,3,36,1,1,0.0,0,64,medium_risk
8181046932,1463,1,33,3,0.091,1,15,10638,0,0.677,4,0,0,0,0,0.143,0,0,0,0,1.0,1,0,3,30,0,0,0.0,0,91,low_risk
9310529505,184,1,21,1,0.048,1,4,11856,0,3.424,6,0,0,0,0,0.508,0,0,0,0,0.759,1,2,3,18,0,0,0.15,0,81,low_risk
7645926946,205,1,6,4,0.667,2,0,6422,0,0.878,2,2,0,0,1,0.426,0,0,0,0,0.587,0,0,3,3,0,0,0.271,0,38,high_risk
9139130635,311,1,7,2,0.286,1,0,1124,3,0.675,1,3,0,0,0,0.531,0,1,0,0,0.227,2,0,3,4,0,0,0.336,0,4,high_risk
6411847413,874,1,31,1,0.032,1,7,12516,0,1.064,3,0,0,2,0,0.127,0,0,0,0,0.727,3,1,2,29,1,1,0.046,1,68,medium_risk
9648067796,772,1,30,2,0.067,1,8,13029,1,1.166,5,0,0,0,0,0.01,0,0,0,0,0.513,6,0,2,28,1,1,0.0,0,84,low_risk
9706513704,669,0,2,0,0.0,0,0,8795,0,0.09,0,0,0,0,0,0.202,0,0,0,0,0.676,0,0,0,2,0,0,0.0,0,64,medium_risk
9205148906,1504,1,33,3,0.091,2,18,13245,1,0.658,5,0,0,2,0,0.118,0,0,0,0,0.785,3,1,1,32,2,1,0.0,0,70,medium_risk
8069658151,450,1,8,1,0.125,0,1,10952,2,0.533,1,2,0,0,0,0.368,0,0,0,0,0.776,2,1,1,7,0,0,0.04,1,49,medium_risk
9163746191,319,1,11,0,0.0,0,4,10281,0,1.034,1,3,0,0,0,0.011,0,0,0,0,0.931,0,0,0,11,0,0,0.0,0,76,low_risk
8478714232,843,1,29,1,0.034,1,11,16866,0,1.032,1,2,0,1,0,0.34,1,0,0,0,0.755,3,0,5,24,1,1,0.247,1,69,medium_risk
7212977948,728,1,12,1,0.083,0,1,9278,1,0.495,1,3,0,0,0,0.18,0,0,0,0,0.922,1,0,4,8,0,0,0.0,0,51,medium_risk
6062640400,796,1,10,0,0.0,0,1,6426,1,0.377,0,1,0,0,0,0.337,0,0,1,0,0.643,1,0,2,8,0,0,0.061,0,57,medium_risk
7095261640,30,0,10,3,0.3,2,3,3148,3,10.0,4,4,0,0,0,0.62,0,0,0,1,0.468,2,1,4,6,1,1,0.437,0,0,high_risk
8969386754,1032,1,23,0,0.0,0,6,16679,0,0.669,3,1,0,0,0,0.058,0,0,0,0,0.907,3,0,1,22,1,1,0.0,0,80,low_risk
9910622583,1056,1,17,0,0.0,0,6,8088,2,0.483,2,1,0,1,0,0.078,0,0,0,0,0.834,3,0,0,17,0,0,0.0,0,91,low_risk
7845564377,620,1,22,0,0.0,0,7,11474,1,1.065,2,1,0,0,0,0.127,0,0,0,0,1.0,1,1,5,17,0,0,0.0,0,81,low_risk
8399430189,1469,1,17,0,0.0,0,6,18643,0,0.347,1,0,0,0,0,0.52,0,0,0,0,0.825,0,0,0,17,0,0,0.0,0,97,low_risk
6051296977,913,1,18,1,0.056,1,8,13854,1,0.591,3,0,0,1,0,0.094,0,0,0,0,0.913,3,0,1,17,1,1,0.0,0,85,low_risk
9367240469,521,0,10,1,0.1,1,3,8925,3,0.576,0,0,0,0,0,0.378,0,1,0,0,0.767,1,0,1,9,0,0,0.007,0,57,medium_risk
8591742876,416,1,13,2,0.154,2,3,11804,1,0.938,3,1,1,1,1,0.585,0,0,0,0,0.605,2,3,6,7,0,0,0.131,0,41,medium_risk
9467977856,669,1,17,2,0.118,1,6,8828,2,0.762,3,2,0,0,0,0.073,0,0,0,0,0.97,1,0,1,16,0,0,0.032,0,78,low_risk
8989259314,833,1,25,1,0.04,1,11,13770,1,0.9,2,1,0,0,0,0.044,0,0,0,0,0.904,2,0,5,20,1,1,0.053,1,72,low_risk
8337269943,1423,1,19,0,0.0,0,9,13768,0,0.401,2,1,0,2,0,0.012,0,0,0,0,0.754,3,1,0,19,2,1,0.0,0,66,medium_risk
7292644675,73,0,2,0,0.0,0,1,3720,0,0.822,3,4,0,0,0,0.411,0,1,1,0,0.378,0,0,1,1,1,1,0.224,1,0,high_risk
7726196724,947,1,21,0,0.0,0,4,4940,1,0.665,1,1,0,1,0,0.282,1,0,0,0,0.835,1,0,2,19,0,0,0.208,0,94,low_risk
9311494170,982,1,9,0,0.0,0,5,7233,0,0.275,3,0,0,1,0,0.047,0,0,0,0,0.842,1,0,2,7,0,0,0.087,0,93,low_risk
8195653193,314,1,26,1,0.038,1,9,13495,0,2.484,7,0,0,0,0,0.293,0,0,0,0,0.842,4,0,0,26,1,1,0.117,1,78,low_risk
6163282482,189,0,1,1,1.0,1,1,463,1,0.159,0,1,1,0,1,0.248,0,0,0,0,0.214,0,0,0,1,0,0,0.612,0,0,high_risk
7856741661,690,1,30,0,0.0,0,13,11734,0,1.304,3,0,0,0,0,0.209,0,0,0,0,0.909,2,0,5,25,0,0,0.0,1,89,low_risk
8299583093,191,0,1,0,0.0,0,0,6842,1,0.157,0,2,0,0,0,0.42,0,0,0,0,0.639,0,0,0,1,0,0,0.055,0,50,medium_risk
6246724764,1605,1,21,0,0.0,0,8,11359,0,0.393,1,2,0,0,0,0.477,0,0,0,0,0.923,1,0,4,17,0,0,0.0,1,85,low_risk
9562119119,1232,1,25,0,0.0,0,7,15847,1,0.609,6,1,0,1,0,0.323,0,0,0,0,0.863,0,2,6,19,1,1,0.0,0,67,medium_risk
8036991840,1098,1,17,0,0.0,0,5,5990,0,0.464,2,1,0,2,0,0.118,0,0,0,0,1.0,5,0,2,15,0,0,0.0,1,88,low_risk
9109476299,30,1,20,0,0.0,0,6,8776,1,20.0,4,1,0,0,0,0.162,0,0,0,0,1.0,1,0,3,17,0,0,0.118,0,86,low_risk
6511516451,455,1,31,0,0.0,0,16,11868,0,2.044,6,0,0,1,0,0.004,0,0,0,0,0.733,2,0,0,31,0,0,0.0,0,96,low_risk
7145365713,146,0,2,2,1.0,2,0,3124,2,0.411,2,2,0,1,1,0.903,0,0,0,0,0.34,2,0,1,1,0,0,0.364,1,0,high_risk
7315077886,855,1,24,5,0.208,4,5,18028,0,0.842,2,2,0,0,0,0.004,1,1,0,0,0.759,6,1,4,20,0,0,0.211,1,58,medium_risk
9653510778,99,1,6,2,0.333,2,1,4438,4,1.818,2,3,0,0,0,0.477,0,0,0,0,0.454,1,0,3,3,0,0,0.241,0,3,high_risk
6756370716,494,1,16,2,0.125,1,8,7056,1,0.972,3,1,0,0,0,0.045,0,0,0,0,1.0,3,0,2,14,1,1,0.0,0,71,low_risk
9339668273,131,1,9,2,0.222,0,1,5982,2,2.061,1,0,0,0,0,0.239,0,0,0,0,0.758,1,1,1,8,0,0,0.024,0,52,medium_risk
6463079004,51,0,5,3,0.6,2,0,2028,2,2.941,0,3,0,0,0,0.542,0,0,1,0,0.472,0,0,2,3,1,1,0.402,0,0,high_risk
6979243281,44,0,9,3,0.333,2,1,4465,1,6.136,1,1,0,0,3,0.458,0,0,0,0,0.539,1,0,4,5,0,0,0.308,0,12,high_risk
9251331321,314,1,17,1,0.059,1,0,5257,0,1.624,1,1,0,0,0,0.372,0,0,1,0,0.826,2,1,5,12,0,0,0.175,0,45,medium_risk
7144717524,91,1,12,4,0.333,1,1,13301,2,3.956,2,2,0,0,0,0.37,0,0,0,0,0.941,1,1,3,9,0,0,0.0,1,31,high_risk
9453997138,148,1,17,3,0.176,2,7,13761,0,3.446,1,2,0,0,0,0.071,0,0,0,0,0.79,1,0,2,15,0,0,0.039,2,72,low_risk
7919007201,1171,1,33,3,0.091,3,10,12333,0,0.845,5,1,0,1,0,0.169,0,0,0,0,0.906,3,0,2,31,1,1,0.0,1,75,low_risk
8336968847,984,0,26,0,0.0,0,11,10607,0,0.793,4,1,0,3,0,0.327,0,0,0,0,1.0,4,0,2,24,1,1,0.014,2,63,medium_risk
9106954394,30,0,12,2,0.167,1,4,9972,0,12.0,2,0,0,0,0,0.309,0,0,0,0,0.884,0,2,2,10,0,0,0.0,0,47,medium_risk
7460128708,126,1,7,2,0.286,1,2,6553,2,1.667,0,3,1,0,0,0.201,0,0,0,0,0.759,0,0,2,5,0,0,0.223,0,31,high_risk
7968440670,1081,1,28,2,0.071,0,10,12123,0,0.777,1,0,0,0,0,0.375,0,0,0,0,1.0,3,1,0,28,0,0,0.0,1,82,low_risk
7462109272,925,1,35,3,0.086,2,16,13183,1,1.135,3,2,0,1,0,0.097,0,0,0,0,0.976,2,0,7,28,0,0,0.048,0,82,low_risk
8322213283,1267,1,25,0,0.0,0,8,15821,0,0.592,4,1,0,0,0,0.022,0,0,0,0,0.889,1,0,3,22,0,0,0.0,1,88,low_risk
6599464077,530,1,19,4,0.211,1,8,6473,2,1.075,4,0,1,1,0,0.416,0,0,0,0,0.533,3,2,5,14,0,0,0.101,1,40,high_risk
6350856036,939,1,30,2,0.067,1,10,5931,2,0.958,3,0,0,0,0,0.173,0,0,0,0,0.862,3,0,2,28,0,0,0.0,0,98,low_risk
9024257662,1354,1,35,2,0.057,1,10,13233,1,0.775,3,2,0,2,0,0.116,0,0,0,0,1.0,6,1,5,30,0,0,0.0,2,66,medium_risk
9837929028,1253,1,29,2,0.069,1,12,7864,1,0.694,2,0,0,1,0,0.02,0,0,0,0,1.0,5,0,2,27,0,0,0.067,1,90,low_risk
7285969540,898,1,25,1,0.04,1,15,4888,0,0.835,2,0,0,0,0,0.03,0,0,0,0,0.876,5,0,2,23,0,0,0.064,1,92,low_risk
6668824066,779,1,1,0,0.0,0,0,9423,1,0.039,0,3,1,0,0,0.486,0,0,0,0,0.647,0,0,1,0,0,0,0.168,0,43,medium_risk
6804335582,336,0,6,2,0.333,1,0,1368,0,0.536,2,2,0,0,0,0.206,0,0,0,0,0.261,3,0,3,3,2,1,0.369,0,3,high_risk
6929599657,312,1,1,0,0.0,0,1,7458,0,0.096,0,0,0,0,0,0.264,0,0,0,0,0.781,0,0,0,1,0,0,0.007,0,73,low_risk
7212134200,201,1,9,3,0.333,1,3,9965,1,1.343,2,1,0,0,0,0.177,0,0,0,0,0.9,0,0,1,8,0,0,0.0,0,57,medium_risk
7766120650,30,0,8,0,0.0,0,1,2742,1,8.0,3,1,1,0,0,0.776,0,0,0,1,0.515,0,0,4,4,0,0,0.595,1,9,high_risk
6152129124,1170,1,32,0,0.0,0,6,8369,2,0.821,3,0,0,2,0,0.064,0,0,0,0,1.0,6,1,4,28,0,0,0.0,0,86,low_risk
9845110871,292,0,5,1,0.2,0,0,4424,0,0.514,1,2,0,0,0,0.52,0,0,0,0,0.601,0,0,1,4,0,0,0.0,0,47,medium_risk
9106984602,809,1,5,2,0.4,1,2,10448,1,0.185,1,1,0,0,0,0.311,0,1,0,0,0.753,0,0,1,4,0,0,0.001,0,42,medium_risk
8930488569,311,1,19,0,0.0,0,3,8081,0,1.833,5,2,0,1,0,0.282,0,0,1,0,0.786,1,0,4,15,0,0,0.0,0,55,medium_risk
6470074396,853,1,26,1,0.038,0,9,10714,0,0.914,1,0,0,1,0,0.336,0,0,0,0,1.0,3,0,0,26,0,0,0.05,1,89,low_risk
